request_type,headers,payload_size,response_time,ip_reputation,url,user_agent,anomaly_score,label
PUT,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.230.126; Content-Type: text/html,1149.2305631461056,92.57943207820799,73.38506206209028,/admin?q=tmq96aomqxh0,Mozilla/5.0,0.0,normal
DELETE,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.118.1; Content-Type: text/html,257.83549157278196,106.59076658946847,100.0,/search?q=q3m523rmu3uqso,Mozilla/5.0,0.6691347102955498,brute_force
DELETE,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.43.226; Content-Type: application/x-www-form-urlencoded,287.91920148604817,200.28611047838467,99.99095197964785,/search?q=5ol6nhh0,curl/8.5.0,0.16720183827561438,normal
PUT,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.212.84; Content-Type: application/x-www-form-urlencoded; X-SQL-Test: ' OR '1'='1,483.24861258596184,464.8136458761467,51.72609310711317,/search?q=h8kxu' OR '1'='1,python-requests/2.31,0.8136882774885429,sql_injection
DELETE,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.36.114; Content-Type: text/html,456.32209042276423,235.14137096496245,91.72886481242242,/search?q=,python-requests/2.31,0.1316690710964194,normal
GET,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.27.128; Content-Type: text/html,921.8237496746566,525.8908912954415,54.90048435076926,/search?q=6lhxpd0,Mozilla/5.0,0.16556770169594795,normal
DELETE,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.117.233; Content-Type: application/json,184.43102965829144,249.87963865426002,28.774164116267343,/search?q=jsc,Chrome/124.0,0.20148209147446447,normal
POST,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.214.131; Content-Type: application/x-www-form-urlencoded,1275.4364859114942,329.12154072414205,60.407739510475395,/login?q=yb3cu,Mozilla/5.0,0.8431020723770959,ddos
DELETE,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.206.45; Content-Type: application/json,779.1930619259808,223.22670969693948,22.193625614505578,/index?q=efwd0ru,Chrome/124.0,0.8,ddos
DELETE,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.180.54; Content-Type: application/json,1008.8759663063978,446.66314336092387,66.9322766601069,/api/data?q=2eiba3k1lzmh,python-requests/2.31,0.8,ddos
GET,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.100.110; Content-Type: application/json,65.31866955986786,94.12756033118843,59.659861664458894,/login?q=uoqv8phq,Mozilla/5.0,0.48315314860102854,normal
GET,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.142.53; Content-Type: application/json,474.01963435427376,94.9750614250963,56.110766301301794,/api/data?q=48fevwy7zezt,curl/8.5.0,0.004798470974663127,normal
DELETE,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.18.62; Content-Type: application/x-www-form-urlencoded,109.8795544551549,421.0350643147622,51.989628579904064,/admin?q=q8,python-requests/2.31,0.08565762380040275,normal
PUT,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.98.31; Content-Type: application/json,1096.6546333578938,152.29944229900244,35.70815756923835,/search?q=odp1pdz15b4ch,Chrome/124.0,0.09358384963586802,normal
PUT,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.116.220; Content-Type: application/x-www-form-urlencoded,533.1754712197436,327.6551235701376,75.05821991057005,/admin?q=w,Mozilla/5.0,0.9447785348633663,brute_force
DELETE,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.121.95; Content-Type: application/json,415.37745131403403,440.11251442801336,86.36691543705783,/index?q=tfckq5ddq,Mozilla/5.0,0.1290102429750427,normal
DELETE,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.233.2; Content-Type: application/json,1021.706787208929,304.70734498782093,52.327685800316274,/admin?q=wn6riwjsew3,Mozilla/5.0,0.32833334885310683,normal
GET,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.168.24; Content-Type: text/html,82.49776610096247,690.6619949865648,43.146165453084734,/api/data?q=7j8,python-requests/2.31,0.3923972961944894,normal
GET,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.244.186; Content-Type: text/html,455.21759663552433,245.44961853078132,66.04340296490024,/login?q=lmdbz00ohgl,Mozilla/5.0,0.19612682224274625,normal
GET,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.157.150; Content-Type: text/html,329.9294700718602,136.84046560259054,73.54463551150674,/search?q=2co9sm,curl/8.5.0,0.8,ddos
GET,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.145.196; Content-Type: text/html,299.9667441695089,279.268542092238,41.14093329417539,/admin?q=sw7m29v9isfot,Mozilla/5.0,0.0,normal
POST,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.76.41; Content-Type: application/json,182.7887624491526,153.0066058036896,40.080283839342215,/search?q=gds348u4s45bjb,curl/8.5.0,0.3340546534083666,normal
GET,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.3.70; Content-Type: text/html,1952.5829495655428,201.69719229153938,53.54274396851948,/search?q=4q6k15a1gbx,Chrome/124.0,0.14113556683132766,normal
POST,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.124.9; Content-Type: text/html,324.32379579006636,160.82492327540425,44.84326614186287,/login?q=pvt0p75zybli,Chrome/124.0,0.14840358928493064,normal
POST,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.245.154; Content-Type: text/html,431.5010068162025,154.18665974263206,100.0,/login?q=b2ol1txujnrxn,curl/8.5.0,0.0,normal
DELETE,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.163.147; Content-Type: text/html,498.0097111852425,180.20456135535534,30.1964118051418,/api/data?q=5pedun,python-requests/2.31,0.8311265375857484,brute_force
POST,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.168.53; Content-Type: application/x-www-form-urlencoded,787.119450571225,248.36605721852993,75.05722640965722,/admin?q=e,Mozilla/5.0,0.16381958752997816,normal
PUT,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.109.181; Content-Type: text/html,1109.9387482494617,600.8585574288476,47.093147485906876,/index?q=t8ei2fy4vb,Mozilla/5.0,0.9033164201658244,ddos
PUT,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.15.98; Content-Type: text/html,344.459997697085,168.9681609210362,100.0,/api/data?q=,python-requests/2.31,0.65,brute_force
PUT,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.162.196; Content-Type: application/x-www-form-urlencoded,454.550611275147,22.37540550199673,45.34438784293702,/admin?q=ttids0mmv1v,python-requests/2.31,0.41278350295877764,normal
DELETE,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.210.239; Content-Type: application/x-www-form-urlencoded,1149.7534407973972,970.6754522284639,93.03535451686197,/api/data?q=o4nkz0k7sf1,Mozilla/5.0,0.08691297059500334,normal
DELETE,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.101.109; Content-Type: application/x-www-form-urlencoded,1262.7775485358648,302.7683558191059,35.854396114614026,/api/data?q=xpmy,Mozilla/5.0,0.6776546035349054,brute_force
GET,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.214.172; Content-Type: application/x-www-form-urlencoded; X-XSS-Test: <img src=x onerror=alert(1)>,538.1337068809031,259.23211682362495,45.538593665019825,/search?q=zy2s69nn831<script>alert('x')</script>,Mozilla/5.0,0.7,xss
POST,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.180.63; Content-Type: text/html,173.13011534968538,35.944165155986774,25.15268755330274,/admin?q=wygvqrjjg,Chrome/124.0,0.0,normal
POST,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.217.3; Content-Type: application/json,359.9112118984975,335.82562565779546,72.7130319018089,/search?q=8hxs905n,Mozilla/5.0,0.137324251381797,normal
DELETE,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.217.175; Content-Type: application/x-www-form-urlencoded,563.3225998680732,403.13528315197607,82.21236681133107,/login?q=33v,python-requests/2.31,0.5542417166007035,normal
DELETE,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.253.100; Content-Type: text/html; X-XSS-Test: <img src=x onerror=alert(1)>,715.5015482571183,301.8887208062718,80.89938473750115,/login?q=6jl30iul2<script>alert('x')</script>,Mozilla/5.0,0.7,xss
GET,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.165.164; Content-Type: text/html,1735.9380780145925,96.80749146180165,91.01836205323873,/login?q=4kdrd72xvbf,curl/8.5.0,0.231170376102997,normal
GET,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.159.196; Content-Type: application/x-www-form-urlencoded; X-XSS-Test: <img src=x onerror=alert(1)>,458.22331747143016,219.3789401193651,59.772084658618716,/index?q=5jog2csj1<script>alert('x')</script>,Mozilla/5.0,0.7,xss
POST,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.131.178; Content-Type: application/json,1014.5610864545754,152.63948023847837,49.27680967487761,/api/data?q=hwpmcinmgog7,Mozilla/5.0,0.10674476656416686,normal
GET,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.88.208; Content-Type: text/html,321.17419528532946,221.14229729843936,58.63630703141389,/login?q=wfe,python-requests/2.31,0.6672020083847445,brute_force
POST,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.159.110; Content-Type: application/json,982.3651017810156,19.00425184567005,98.83975858292314,/admin?q=6d7czhfpx3m,Mozilla/5.0,0.40795240958942647,normal
POST,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.113.110; Content-Type: application/json,153.29758474909428,289.342295217135,97.88666707738028,/api/data?q=8z,curl/8.5.0,0.10018191004536554,normal
GET,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.32.146; Content-Type: application/x-www-form-urlencoded,296.7760517693397,287.9374940505425,56.65999233902083,/admin?q=z878pmwvp18h,Chrome/124.0,0.65,brute_force
POST,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.76.234; Content-Type: text/html; X-XSS-Test: <img src=x onerror=alert(1)>,1410.2779730996654,122.73161522264468,40.65300088977568,/login?q=w0rx<script>alert('x')</script>,python-requests/2.31,0.7,xss
PUT,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.20.89; Content-Type: application/json,388.8337991530445,460.36520220814236,100.0,/index?q=,python-requests/2.31,0.8,ddos
POST,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.252.37; Content-Type: text/html,1553.6608931690096,258.6638713626691,100.0,/index?q=nbc86xsrx8,curl/8.5.0,0.1997395215086457,normal
GET,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.24.15; Content-Type: text/html; X-SQL-Test: ' OR '1'='1,583.5631185360144,237.6284898427008,96.85795031788903,/api/data?q=as67pr7y' OR '1'='1,Mozilla/5.0,0.8879633375953114,sql_injection
GET,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.17.187; Content-Type: application/json,667.551089920586,107.38666475211089,75.0003712792937,/login?q=odiizdqpo8eeto,curl/8.5.0,0.21068806248663388,normal
GET,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.10.98; Content-Type: application/json,177.25916339923432,573.1862739532468,60.902015162759085,/index?q=m9mljigbw,python-requests/2.31,0.8,ddos
PUT,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.235.182; Content-Type: application/json,375.2748547160948,43.69578361401762,35.15516583824942,/index?q=y,Mozilla/5.0,0.6742423650105669,brute_force
DELETE,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.213.58; Content-Type: application/x-www-form-urlencoded,436.30933391552236,23.4182491329392,71.17337255150925,/login?q=oy8,python-requests/2.31,0.3935391693569097,normal
PUT,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.209.219; Content-Type: application/x-www-form-urlencoded,858.1620589195352,45.52750738246423,41.075538121442705,/search?q=,python-requests/2.31,0.051506331117197934,normal
PUT,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.182.80; Content-Type: text/html,437.90741547423187,124.6206967289742,80.58030936142545,/api/data?q=71cknzu3h,python-requests/2.31,0.7224045223406783,brute_force
DELETE,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.103.6; Content-Type: application/x-www-form-urlencoded,589.2356799997405,103.8367455139417,74.44792017524681,/login?q=pgwk69q8e5,python-requests/2.31,0.9211069900219151,brute_force
POST,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.150.81; Content-Type: text/html; X-XSS-Test: <img src=x onerror=alert(1)>,1213.355388117709,645.9351390643237,62.97330905146585,/search?q=of0o9hocm7x553<script>alert('x')</script>,Chrome/124.0,0.7,xss
GET,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.158.191; Content-Type: application/json,251.91925577309627,230.7056553426518,28.145357529652415,/login?q=nh0bq,Mozilla/5.0,0.17874953219650944,normal
DELETE,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.16.79; Content-Type: text/html; X-SQL-Test: ' OR '1'='1,215.1067097065503,93.19271230683721,80.786345849869,/search?q=u73' OR '1'='1,curl/8.5.0,0.8317293195629751,sql_injection
GET,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.65.8; Content-Type: application/x-www-form-urlencoded,874.4031740653626,181.68064802136746,60.73543093998043,/admin?q=vv726,curl/8.5.0,0.0,normal
PUT,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.105.104; Content-Type: application/x-www-form-urlencoded; X-XSS-Test: <img src=x onerror=alert(1)>,205.1307296271812,173.17880219058375,100.0,/admin?q=fp7wxmrmqor<script>alert('x')</script>,python-requests/2.31,0.7,xss
POST,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.48.51; Content-Type: text/html; X-SQL-Test: ' OR '1'='1,591.0194225860224,535.2554555269999,76.20684832278614,/api/data?q=uznilftx0hax' OR '1'='1,Chrome/124.0,0.75,sql_injection
PUT,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.156.242; Content-Type: application/json,280.8250407342239,183.29398996365222,79.65008287399502,/search?q=a,python-requests/2.31,0.1925604856962881,normal
POST,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.118.146; Content-Type: application/json,192.3243362775966,76.75159936775442,60.38011164567337,/admin?q=8,curl/8.5.0,0.243294822634757,normal
DELETE,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.79.219; Content-Type: application/json,465.08225987087076,59.27341537173539,50.15158314737916,/admin?q=qwggo7dnn,Chrome/124.0,0.0,normal
PUT,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.181.238; Content-Type: application/json,218.45349972713214,310.98855248568947,44.73447073026486,/search?q=srf6w,python-requests/2.31,0.46414843778380277,normal
PUT,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.96.79; Content-Type: application/x-www-form-urlencoded,936.7554991931439,413.2958702788037,70.84313479405319,/index?q=8ocw276wg,python-requests/2.31,0.48246233796046,normal
PUT,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.148.125; Content-Type: application/json,186.50966427785434,130.9939271817587,77.44012356992806,/login?q=lp5o01qb9,curl/8.5.0,0.8,ddos
PUT,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.170.116; Content-Type: text/html,439.08919196205983,103.91691206376588,81.26940634126922,/login?q=x6qxb5xidqq3,Chrome/124.0,0.8061439494733755,ddos
GET,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.44.81; Content-Type: application/json; X-XSS-Test: <img src=x onerror=alert(1)>,997.9804387702964,219.47122886536033,58.24391019241797,/login?q=24drtimo0o1sz<script>alert('x')</script>,Chrome/124.0,0.7,xss
POST,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.235.160; Content-Type: application/json,624.2512789935605,184.65185657786083,87.45802039390506,/api/data?q=z8h9g9pxay,curl/8.5.0,0.1620572451161354,normal
DELETE,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.153.89; Content-Type: text/html,1422.390858643916,154.1447307365328,84.64760502911622,/login?q=tcdzkbn3l,curl/8.5.0,0.08948447960785672,normal
GET,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.200.86; Content-Type: application/x-www-form-urlencoded,1359.8680774083332,399.295032652962,54.29159628009417,/index?q=qbttcl,Chrome/124.0,0.18495355385111706,normal
DELETE,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.50.231; Content-Type: application/x-www-form-urlencoded; X-XSS-Test: <img src=x onerror=alert(1)>,264.84075156569173,56.70889128928346,69.71637025561799,/api/data?q=t0gek<script>alert('x')</script>,python-requests/2.31,0.7542678643392607,xss
POST,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.148.120; Content-Type: application/x-www-form-urlencoded,1048.5723452818115,152.21635815467985,76.39097437832909,/search?q=8nnjl7j,curl/8.5.0,0.22329497622236594,normal
PUT,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.120.131; Content-Type: text/html,72.91621016629884,884.7999877748829,100.0,/index?q=bl,Mozilla/5.0,0.14042070257810185,normal
POST,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.123.52; Content-Type: text/html; X-XSS-Test: <img src=x onerror=alert(1)>,183.06614141639506,427.55659873160863,100.0,/index?q=h92<script>alert('x')</script>,curl/8.5.0,1.0,xss
POST,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.165.37; Content-Type: text/html,178.89130145445702,340.9064834606726,85.43101135890954,/index?q=vjfqxjhufux,Mozilla/5.0,0.0,normal
DELETE,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.31.233; Content-Type: text/html,249.4946713706014,447.6043552674268,66.27401709574545,/login?q=w7w24g6ubr,python-requests/2.31,0.3076690242685719,normal
POST,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.171.52; Content-Type: text/html,319.97860057664735,145.90582219390456,92.66414401709253,/admin?q=,python-requests/2.31,0.3817502729016389,normal
POST,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.185.22; Content-Type: application/x-www-form-urlencoded,129.72316148312663,1015.0558361000335,90.05321146545299,/login?q=x7hrez3ms2c,curl/8.5.0,0.8,ddos
POST,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.217.87; Content-Type: application/x-www-form-urlencoded,1879.0566498700841,184.26686982259915,79.83267625013309,/admin?q=5omekjmo,curl/8.5.0,0.23529769421586494,normal
PUT,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.107.25; Content-Type: application/json,318.63409581656197,66.54565546816853,96.3496442795719,/index?q=2u0mwp,curl/8.5.0,0.17551603576536404,normal
DELETE,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.219.8; Content-Type: application/json; X-XSS-Test: <img src=x onerror=alert(1)>,1426.3179901751007,122.1729910882891,94.85840199694822,/admin?q=18e77<script>alert('x')</script>,Mozilla/5.0,0.7,xss
GET,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.100.50; Content-Type: text/html,226.30012786369383,299.62968718942176,65.6462347562695,/api/data?q=ooe2sjld,python-requests/2.31,0.38521278710671925,normal
DELETE,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.162.253; Content-Type: application/x-www-form-urlencoded; X-SQL-Test: ' OR '1'='1,276.30436196145763,49.487598704061064,56.90250429140183,/login?q=7nd2o1' OR '1'='1,curl/8.5.0,0.8475884022146101,sql_injection
DELETE,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.173.169; Content-Type: text/html,601.8113366553964,60.6172085805592,67.54017543121904,/search?q=,curl/8.5.0,0.65,brute_force
POST,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.167.47; Content-Type: application/x-www-form-urlencoded; X-SQL-Test: ' OR '1'='1,628.1559760474066,315.626840473342,29.41166539003985,/api/data?q=x' OR '1'='1,Mozilla/5.0,0.75,sql_injection
DELETE,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.213.112; Content-Type: text/html; X-XSS-Test: <img src=x onerror=alert(1)>,1291.1953365113427,138.11191149035943,100.0,/search?q=lud44wto<script>alert('x')</script>,python-requests/2.31,0.7,xss
GET,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.99.211; Content-Type: application/x-www-form-urlencoded,62.493346057030024,461.3919746189718,70.25207417203025,/index?q=gd7bej5mejj,curl/8.5.0,0.65,brute_force
DELETE,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.39.165; Content-Type: application/x-www-form-urlencoded,675.5927011156658,246.2949473874333,57.269665935021635,/api/data?q=6mn,Chrome/124.0,0.1853253781850085,normal
GET,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.55.237; Content-Type: application/x-www-form-urlencoded,218.3330120546036,672.2342025321749,70.5292036103715,/admin?q=y1e,Chrome/124.0,0.8018265805789297,ddos
PUT,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.152.126; Content-Type: application/json,492.60238133873065,41.96356876960537,50.15533689952576,/index?q=t7uwfm,Mozilla/5.0,0.22240343021986778,normal
GET,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.16.26; Content-Type: application/x-www-form-urlencoded,688.1698666735713,227.2659028615376,84.74453688835845,/search?q=9sqergq9dye3ld,Chrome/124.0,0.7220374414956894,brute_force
DELETE,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.202.98; Content-Type: application/x-www-form-urlencoded,1629.2118787396191,272.32114839584364,30.727963571852193,/login?q=,python-requests/2.31,0.4033359403565522,normal
GET,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.212.176; Content-Type: application/json,467.86366700385076,537.0181994404403,96.83123502314996,/login?q=5vr501r2r,Chrome/124.0,0.11797878656410579,normal
PUT,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.199.254; Content-Type: application/x-www-form-urlencoded,241.06473518688753,511.80070477719903,94.94080192300612,/api/data?q=e,curl/8.5.0,0.15698086463925962,normal
DELETE,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.147.124; Content-Type: text/html,334.93011072617054,379.8038136192581,56.41017690690857,/admin?q=xyag4lelrbjo3q,Chrome/124.0,0.08568570725815229,normal
GET,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.178.125; Content-Type: text/html,855.8420221639601,542.7829479251319,73.6270162377311,/admin?q=nf5ccvvjcl2qgm,Chrome/124.0,0.10133189160566343,normal
POST,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.20.23; Content-Type: text/html,248.8594553072399,181.13913560692885,45.64695384459079,/admin?q=8cd84ym,Chrome/124.0,0.8055141875180962,ddos
GET,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.250.217; Content-Type: text/html; X-XSS-Test: <img src=x onerror=alert(1)>,1257.9797293631293,77.84395394519673,26.97060436775689,/api/data?q=c8lxet<script>alert('x')</script>,python-requests/2.31,0.7,xss
GET,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.172.34; Content-Type: application/x-www-form-urlencoded,508.4410253651995,88.41616816451791,37.259078147286715,/index?q=kgj7ch4kg,Mozilla/5.0,0.65,brute_force
GET,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.138.69; Content-Type: application/json,645.9432812655226,95.12876314474171,24.90083398263306,/api/data?q=fbvtyo2h6ver3,python-requests/2.31,0.2722936680871528,normal
POST,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.155.1; Content-Type: text/html,339.07558446222987,39.1200218706203,74.78732129182934,/index?q=pe1tx030,curl/8.5.0,0.0659710272570018,normal
POST,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.92.181; Content-Type: application/json,1103.0543454310753,142.67468508324671,100.0,/search?q=dc,Chrome/124.0,0.24024124096842894,normal
DELETE,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.98.34; Content-Type: application/x-www-form-urlencoded,83.59123659298776,77.24545389217216,88.80812232568591,/admin?q=aytcbr,curl/8.5.0,0.2538334639920279,normal
DELETE,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.69.239; Content-Type: application/json; X-XSS-Test: <img src=x onerror=alert(1)>,611.5707191118274,240.22689083960591,86.86821365158767,/api/data?q=ezuzzheop<script>alert('x')</script>,Mozilla/5.0,0.7,xss
PUT,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.101.173; Content-Type: application/json,78.77875634314715,15.255322729001474,56.17275457714669,/api/data?q=h6guhut,Chrome/124.0,0.30437957586406783,normal
PUT,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.83.108; Content-Type: text/html,840.3702165112866,1418.4873518815282,90.73034852065638,/index?q=gw2p1,Chrome/124.0,0.83841776442563,ddos
POST,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.134.41; Content-Type: application/json,476.2368745457673,286.09949264527745,94.52802970031286,/api/data?q=byi0awjyc,curl/8.5.0,0.36974571795024685,normal
POST,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.208.250; Content-Type: application/json,1037.8140210739566,298.6265763319268,67.5462879258998,/index?q=3ck,Chrome/124.0,0.23313752122158402,normal
DELETE,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.181.206; Content-Type: application/x-www-form-urlencoded,491.1363385244153,117.04393962905321,86.62322549764569,/login?q=k,Mozilla/5.0,0.08525423699321051,normal
PUT,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.241.116; Content-Type: application/json; X-XSS-Test: <img src=x onerror=alert(1)>,92.60578179318436,158.15180853673263,36.870317396075016,/login?q=839ypsaevx9<script>alert('x')</script>,Chrome/124.0,0.7816056785160668,xss
DELETE,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.46.38; Content-Type: application/json,333.8997716760591,416.8714494749879,99.50320434353819,/search?q=qp4i,python-requests/2.31,0.3716439602839908,normal
GET,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.210.122; Content-Type: application/json,1525.1133473937978,151.11222611695183,61.64619046364169,/search?q=l2g,curl/8.5.0,0.7862303304757575,brute_force
